d,D,B,rsmin,serie
0.055,0.12,0.029,0.002,03
0.055,0.12,0.0,0.002,13
0.055,0.12,0.043000000000000003,0.002,23
0.055,0.12,0.0492,0.002,33
0.06,0.13,0.022,0.0011,83
0.06,0.13,0.031,0.0021000000000000003,03
0.06,0.13,0.0,0.0021000000000000003,13
0.06,0.13,0.046,0.0021000000000000003,23
0.06,0.13,0.054,0.0021000000000000003,33
0.065,0.14,0.024,0.0011,83
0.065,0.14,0.033,0.0021000000000000003,03
0.065,0.14,0.0,0.0021000000000000003,13
0.065,0.14,0.048,0.0021000000000000003,23
0.065,0.14,0.0587,0.0021000000000000003,33
0.07,0.15,0.025,0.0015,83
0.07,0.15,0.035,0.0021000000000000003,03
0.07,0.15,0.0,0.0021000000000000003,13
0.07,0.15,0.051000000000000004,0.0021000000000000003,23
0.07,0.15,0.0635,0.0021000000000000003,33
0.075,0.16,0.027,0.0015,83
0.075,0.16,0.037,0.0021000000000000003,03
0.075,0.16,0.0,0.0021000000000000003,13
0.075,0.16,0.055,0.0021000000000000003,23
0.075,0.16,0.0683,0.0021000000000000003,33
0.08,0.17,0.028,0.0015,83
0.08,0.17,0.039,0.0021000000000000003,03
0.08,0.17,0.0,0.0021000000000000003,13
0.08,0.17,0.058,0.0021000000000000003,23
0.08,0.17,0.0683,0.0021000000000000003,33
0.085,0.18,0.03,0.002,83
0.085,0.18,0.041,0.003,03
0.085,0.18,0.0,0.003,13
0.085,0.18,0.06,0.003,23
0.085,0.18,0.073,0.003,33
0.09,0.19,0.03,0.002,83
0.09,0.19,0.043000000000000003,0.003,03
0.09,0.19,0.0,0.003,13
0.09,0.19,0.064,0.003,23
0.09,0.19,0.073,0.003,33
0.095,0.2,0.033,0.002,83
0.095,0.2,0.045,0.003,03
0.095,0.2,0.0,0.003,13
0.095,0.2,0.067,0.003,23
0.095,0.2,0.0778,0.003,33
0.1,0.215,0.036000000000000004,0.0021000000000000003,83
0.1,0.215,0.047,0.003,03
0.1,0.215,0.051000000000000004,0.003,13
0.1,0.215,0.073,0.003,23
0.1,0.215,0.08259999999999999,0.003,33
0.105,0.225,0.037,0.0021000000000000003,83
0.105,0.225,0.049,0.003,03
0.105,0.225,0.053,0.003,13
0.105,0.225,0.077,0.003,23
0.105,0.225,0.0873,0.003,33
0.11,0.24,0.042,0.003,83
0.11,0.24,0.05,0.003,03
0.11,0.24,0.057,0.003,13
0.11,0.24,0.08,0.003,23
0.11,0.24,0.0921,0.003,33
0.12,0.26,0.044,0.003,83
0.12,0.26,0.055,0.003,03
0.12,0.26,0.062,0.003,13
0.12,0.26,0.08600000000000001,0.003,23
0.12,0.26,0.106,0.003,33
0.13,0.28,0.048,0.003,83
0.13,0.28,0.058,0.004,03
0.13,0.28,0.066,0.004,13
0.13,0.28,0.093,0.004,23
0.13,0.28,0.112,0.004,33
0.14,0.3,0.05,0.004,83
0.14,0.3,0.062,0.004,03
0.14,0.3,0.07,0.004,13
0.14,0.3,0.10200000000000001,0.004,23
0.14,0.3,0.11800000000000001,0.004,33
0.15,0.32,0.0,0.0,83
0.15,0.32,0.065,0.004,03
0.15,0.32,0.075,0.004,13
0.15,0.32,0.108,0.004,23
0.15,0.32,0.128,0.004,33
0.16,0.34,0.0,0.0,83
0.16,0.34,0.068,0.004,03
0.16,0.34,0.079,0.004,13
0.16,0.34,0.114,0.004,23
0.16,0.34,0.136,0.004,33
0.17,0.36,0.0,0.0,83
0.17,0.36,0.07200000000000001,0.004,03
0.17,0.36,0.084,0.004,13
0.17,0.36,0.12,0.004,23
0.17,0.36,0.14,0.004,33
0.18,0.38,0.0,0.0,83
0.18,0.38,0.075,0.004,03
0.18,0.38,0.088,0.004,13
0.18,0.38,0.126,0.004,23
0.18,0.38,0.15,0.004,33
0.19,0.4,0.0,0.0,83
0.19,0.4,0.078,0.005,03
0.19,0.4,0.092,0.005,13
0.19,0.4,0.132,0.005,23
0.19,0.4,0.155,0.005,33
0.2,0.42,0.0,0.0,83
0.2,0.42,0.08,0.005,03
0.2,0.42,0.097,0.005,13
0.2,0.42,0.138,0.005,23
0.2,0.42,0.165,0.005,33
0.22,0.46,0.0,0.0,83
0.22,0.46,0.088,0.005,03
0.22,0.46,0.106,0.005,13
0.22,0.46,0.145,0.005,23
0.22,0.46,0.18,0.005,33
0.24,0.5,0.0,0.0,83
0.24,0.5,0.095,0.005,03
0.24,0.5,0.114,0.005,13
0.24,0.5,0.155,0.005,23
0.24,0.5,0.195,0.005,33
0.26,0.54,0.0,0.0,83
0.26,0.54,0.10200000000000001,0.006,03
0.26,0.54,0.123,0.006,13
0.26,0.54,0.165,0.006,23
0.26,0.54,0.20600000000000002,0.006,33
0.28,0.58,0.0,0.0,83
0.28,0.58,0.108,0.006,03
0.28,0.58,0.132,0.006,13
0.28,0.58,0.17500000000000002,0.006,23
0.28,0.58,0.224,0.006,33
0.3,0.62,0.0,0.0,83
0.3,0.62,0.109,0.0075,03
0.3,0.62,0.14,0.0075,13
0.3,0.62,0.185,0.0075,23
0.3,0.62,0.23600000000000002,0.0075,33
0.32,0.67,0.0,0.0,83
0.32,0.67,0.112,0.0075,03
0.32,0.67,0.155,0.0075,13
0.32,0.67,0.2,0.0075,23
0.32,0.67,0.258,0.0075,33
0.34,0.71,0.0,0.0,83
0.34,0.71,0.11800000000000001,0.0075,03
0.34,0.71,0.165,0.0075,13
0.34,0.71,0.212,0.0075,23
0.34,0.71,0.272,0.0075,33
0.36,0.75,0.0,0.0,83
0.36,0.75,0.125,0.0075,03
0.36,0.75,0.17,0.0075,13
0.36,0.75,0.224,0.0075,23
0.36,0.75,0.29,0.0075,33
0.38,0.78,0.0,0.0,83
0.38,0.78,0.128,0.0075,03
0.38,0.78,0.17500000000000002,0.0075,13
0.38,0.78,0.23,0.0075,23
0.38,0.78,0.3,0.0075,33
0.4,0.8200000000000001,0.0,0.0,83
0.4,0.8200000000000001,0.136,0.0075,03
0.4,0.8200000000000001,0.185,0.0075,13
0.4,0.8200000000000001,0.243,0.0075,23
0.4,0.8200000000000001,0.308,0.0075,33
0.42,0.85,0.0,0.0,83
0.42,0.85,0.136,0.0095,03
0.42,0.85,0.19,0.0095,13
0.42,0.85,0.25,0.0095,23
0.42,0.85,0.315,0.0095,33
0.44,0.9,0.0,0.0,83
0.44,0.9,0.145,0.0095,03
0.44,0.9,0.2,0.0095,13
0.44,0.9,0.265,0.0095,23
0.44,0.9,0.34500000000000003,0.0095,33
0.46,0.9500000000000001,0.0,0.0,83
0.46,0.9500000000000001,0.155,0.0095,03
0.46,0.9500000000000001,0.212,0.0095,13
0.46,0.9500000000000001,0.28,0.0095,23
0.46,0.9500000000000001,0.365,0.0095,33
0.48,0.98,0.0,0.0,83
0.48,0.98,0.16,0.0095,03
0.48,0.98,0.218,0.0095,13
0.48,0.98,0.29,0.0095,23
0.48,0.98,0.375,0.0095,33
0.5,1.03,0.0,0.0,83
0.5,1.03,0.17,0.012,03
0.5,1.03,0.23,0.012,13
0.5,1.03,0.3,0.012,23
0.5,1.03,0.388,0.012,33
0.53,1.09,0.0,0.0,83
0.53,1.09,0.18,0.012,03
0.53,1.09,0.243,0.012,13
0.53,1.09,0.325,0.012,23
0.53,1.09,0.41200000000000003,0.012,33
0.56,1.1500000000000001,0.0,0.0,83
0.56,1.1500000000000001,0.19,0.012,03
0.56,1.1500000000000001,0.258,0.012,13
0.56,1.1500000000000001,0.335,0.012,23
0.56,1.1500000000000001,0.438,0.012,33
0.6,1.22,0.0,0.0,83
0.6,1.22,0.2,0.015,03
0.6,1.22,0.272,0.015,13
0.6,1.22,0.355,0.015,23
0.6,1.22,0.462,0.015,33
0.63,1.28,0.0,0.0,83
0.63,1.28,0.20600000000000002,0.015,03
0.63,1.28,0.28,0.015,13
0.63,1.28,0.375,0.015,23
0.63,1.28,0.488,0.015,33
0.67,1.36,0.0,0.0,83
0.67,1.36,0.218,0.015,03
0.67,1.36,0.3,0.015,13
0.67,1.36,0.4,0.015,23
0.67,1.36,0.515,0.015,33
0.71,1.42,0.0,0.0,83
0.71,1.42,0.224,0.015,03
0.71,1.42,0.308,0.015,13
0.71,1.42,0.41200000000000003,0.015,23
0.71,1.42,0.53,0.015,33
0.75,1.5,0.0,0.0,83
0.75,1.5,0.23600000000000002,0.015,03
0.75,1.5,0.325,0.015,13
0.75,1.5,0.438,0.015,23
0.75,1.5,0.56,0.015,33
0.8,1.6,0.0,0.0,83
0.8,1.6,0.258,0.015,03
0.8,1.6,0.355,0.015,13
0.8,1.6,0.462,0.015,23
0.8,1.6,0.6,0.015,33
0.85,1.7,0.0,0.0,83
0.85,1.7,0.272,0.019,03
0.85,1.7,0.375,0.019,13
0.85,1.7,0.488,0.019,23
0.85,1.7,0.63,0.019,33
0.9,1.78,0.0,0.0,83
0.9,1.78,0.28,0.019,03
0.9,1.78,0.388,0.019,13
0.9,1.78,0.5,0.019,23
0.9,1.78,0.65,0.019,33
0.9500000000000001,1.85,0.0,0.0,83
0.9500000000000001,1.85,0.29,0.019,03
0.9500000000000001,1.85,0.4,0.019,13
0.9500000000000001,1.85,0.515,0.019,23
0.9500000000000001,1.85,0.67,0.019,33
1.0,1.95,0.0,0.0,83
1.0,1.95,0.3,0.019,03
1.0,1.95,0.41200000000000003,0.019,13
1.0,1.95,0.545,0.019,23
1.0,1.95,0.71,0.019,33
1.06,2.07,0.0,0.0,83
1.06,2.07,0.325,0.019,03
1.06,2.07,0.45,0.019,13
1.06,2.07,0.58,0.019,23
1.06,2.07,0.75,0.019,33
1.12,2.19,0.0,0.0,83
1.12,2.19,0.34500000000000003,0.019,03
1.12,2.19,0.47500000000000003,0.019,13
1.12,2.19,0.615,0.019,23
1.12,2.19,0.8,0.019,33
1.18,2.3000000000000003,0.0,0.0,83
1.18,2.3000000000000003,0.355,0.019,03
1.18,2.3000000000000003,0.487,0.019,13
1.18,2.3000000000000003,0.65,0.019,23
1.18,2.3000000000000003,0.85,0.019,33
1.25,2.43,0.0,0.0,83
1.25,2.43,0.375,0.019,03
1.25,2.43,0.515,0.019,13
1.25,2.43,0.67,0.019,23
1.25,2.43,0.875,0.019,33
1.32,2.56,0.0,0.0,83
1.32,2.56,0.4,0.019,03
1.32,2.56,0.545,0.019,13
1.32,2.56,0.71,0.019,23
1.32,2.56,0.925,0.019,33
1.4000000000000001,2.7,0.0,0.0,83
1.4000000000000001,2.7,0.41200000000000003,0.019,03
1.4000000000000001,2.7,0.58,0.019,13
1.4000000000000001,2.7,0.75,0.019,23
1.4000000000000001,2.7,0.975,0.019,33
1.5,2.89,0.0,0.0,83
1.5,2.89,0.45,0.019,03
1.5,2.89,0.615,0.019,13
1.5,2.89,0.8,0.019,23
1.5,2.89,1.03,0.019,33
1.6,3.0700000000000003,0.0,0.0,83
1.6,3.0700000000000003,0.47500000000000003,0.019,03
1.6,3.0700000000000003,0.65,0.019,13
1.6,3.0700000000000003,0.85,0.019,23
1.6,3.0700000000000003,1.09,0.019,33
1.7,3.25,0.0,0.0,83
1.7,3.25,0.5,0.019,03
1.7,3.25,0.6900000000000001,0.019,13
1.7,3.25,0.9,0.019,23
1.7,3.25,1.1500000000000001,0.019,33
1.8,3.43,0.0,0.0,83
1.8,3.43,0.515,0.019,03
1.8,3.43,0.71,0.019,13
1.8,3.43,0.925,0.019,23
1.8,3.43,1.22,0.019,33
1.9000000000000001,3.61,0.0,0.0,83
1.9000000000000001,3.61,0.545,0.019,03
1.9000000000000001,3.61,0.75,0.019,13
1.9000000000000001,3.61,0.975,0.019,23
1.9000000000000001,3.61,1.28,0.019,33
2.0,3.8000000000000003,0.0,0.0,83
2.0,3.8000000000000003,0.58,0.019,03
2.0,3.8000000000000003,0.8,0.019,13
2.0,3.8000000000000003,1.03,0.019,23
2.0,3.8000000000000003,1.36,0.019,33
2.12,4.01,0.0,0.0,83
2.12,4.01,0.6,0.019,03
2.12,4.01,0.8250000000000001,0.019,13
2.12,4.01,1.09,0.019,23
2.12,4.01,1.4000000000000001,0.019,33
2.24,4.23,0.0,0.0,83
2.24,4.23,0.63,0.019,03
2.24,4.23,0.875,0.019,13
2.24,4.23,1.1500000000000001,0.019,23
2.24,4.23,1.5,0.019,33
2.36,4.44,0.0,0.0,83
2.36,4.44,0.67,0.019,03
2.36,4.44,0.925,0.019,13
2.36,4.44,1.18,0.019,23
2.36,4.44,1.55,0.019,33
2.5,4.7,0.0,0.0,83
2.5,4.7,0.71,0.019,03
2.5,4.7,0.975,0.019,13
2.5,4.7,1.28,0.019,23
2.5,4.7,1.6500000000000001,0.019,33
2.65,4.96,0.0,0.0,83
2.65,4.96,0.73,0.019,03
2.65,4.96,1.03,0.019,13
2.65,4.96,1.32,0.019,23
2.65,4.96,1.75,0.019,33
0.008,0.03,0.01,0.0006,04
0.008,0.03,0.014,0.0006,24
0.009000000000000001,0.032,0.011,0.0006,04
0.009000000000000001,0.032,0.015,0.0006,24
0.01,0.037,0.012,0.0006,04
0.01,0.037,0.016,0.0006,24
0.012,0.042,0.013000000000000001,0.001,04
0.012,0.042,0.019,0.001,24
0.015,0.052000000000000005,0.015,0.0011,04
0.015,0.052000000000000005,0.024,0.0011,24
0.017,0.062,0.017,0.0011,04
0.017,0.062,0.029,0.0011,24
0.02,0.07200000000000001,0.019,0.0011,04
0.02,0.07200000000000001,0.033,0.0011,24
0.025,0.08,0.021,0.0015,04
0.025,0.08,0.036000000000000004,0.0015,24
0.03,0.09,0.023,0.0015,04
0.03,0.09,0.04,0.0015,24
0.035,0.1,0.025,0.0015,04
0.035,0.1,0.043000000000000003,0.0015,24
0.04,0.11,0.027,0.002,04
0.04,0.11,0.046,0.002,24
0.045,0.12,0.029,0.002,04
0.045,0.12,0.05,0.002,24
0.05,0.13,0.031,0.0021000000000000003,04
0.05,0.13,0.053,0.0021000000000000003,24
0.055,0.14,0.033,0.0021000000000000003,04
0.055,0.14,0.057,0.0021000000000000003,24
0.06,0.15,0.035,0.0021000000000000003,04
0.06,0.15,0.06,0.0021000000000000003,24
0.065,0.16,0.037,0.0021000000000000003,04
0.065,0.16,0.064,0.0021000000000000003,24
0.07,0.18,0.042,0.003,04
0.07,0.18,0.074,0.003,24
0.075,0.19,0.045,0.003,04
0.075,0.19,0.077,0.003,24
0.08,0.2,0.048,0.003,04
0.08,0.2,0.08,0.003,24
0.085,0.21,0.052000000000000005,0.004,04
0.085,0.21,0.08600000000000001,0.004,24
0.09,0.225,0.054,0.004,04
0.09,0.225,0.09,0.004,24
0.095,0.24,0.055,0.004,04
0.095,0.24,0.095,0.004,24
0.1,0.25,0.058,0.004,04
0.1,0.25,0.098,0.004,24
0.105,0.26,0.06,0.004,04
0.105,0.26,0.1,0.004,24
0.11,0.28,0.065,0.004,04
0.11,0.28,0.108,0.004,24
0.12,0.31,0.07200000000000001,0.005,04
0.12,0.31,0.11800000000000001,0.005,24
0.13,0.34,0.078,0.005,04
0.13,0.34,0.128,0.005,24
0.14,0.36,0.082,0.005,04
0.14,0.36,0.132,0.005,24
0.15,0.38,0.085,0.005,04
0.15,0.38,0.138,0.005,24
0.16,0.4,0.088,0.005,04
0.16,0.4,0.14200000000000002,0.005,24
0.17,0.42,0.092,0.005,04
0.17,0.42,0.145,0.005,24
0.18,0.44,0.095,0.006,04
0.18,0.44,0.15,0.006,24
0.19,0.46,0.098,0.006,04
0.19,0.46,0.155,0.006,24
0.2,0.48,0.10200000000000001,0.006,04
0.2,0.48,0.16,0.006,24
0.22,0.54,0.115,0.006,04
0.22,0.54,0.18,0.006,24
0.24,0.58,0.122,0.006,04
0.24,0.58,0.19,0.006,24
0.26,0.62,0.132,0.0075,04
0.26,0.62,0.20600000000000002,0.0075,24
0.28,0.67,0.14,0.0075,04
0.28,0.67,0.224,0.0075,24
0.3,0.71,0.15,0.0075,04
0.3,0.71,0.23600000000000002,0.0075,24
0.32,0.75,0.155,0.0095,04
0.32,0.75,0.25,0.0095,24
0.34,0.8,0.165,0.0095,04
0.34,0.8,0.265,0.0095,24
0.36,0.85,0.18,0.0095,04
0.36,0.85,0.28,0.0095,24
0.38,0.9,0.19,0.0095,04
0.38,0.9,0.3,0.0095,24
0.4,0.9500000000000001,0.2,0.012,04
0.4,0.9500000000000001,0.315,0.012,24
0.42,0.98,0.20600000000000002,0.012,04
0.42,0.98,0.325,0.012,24
0.44,1.03,0.212,0.012,04
0.44,1.03,0.335,0.012,24
0.46,1.06,0.218,0.012,04
0.46,1.06,0.34500000000000003,0.012,24
0.48,1.12,0.23,0.015,04
0.48,1.12,0.365,0.015,24
0.5,1.1500000000000001,0.23600000000000002,0.015,04
0.5,1.1500000000000001,0.375,0.015,24
0.53,1.22,0.25,0.015,04
0.53,1.22,0.4,0.015,24
0.56,1.28,0.258,0.015,04
0.56,1.28,0.41200000000000003,0.015,24
0.6,1.36,0.272,0.015,04
0.6,1.36,0.438,0.015,24
0.63,1.42,0.28,0.015,04
0.63,1.42,0.45,0.015,24
0.67,1.5,0.29,0.015,04
0.67,1.5,0.47500000000000003,0.015,24
0.71,1.6500000000000001,0.3,0.019,04
0.71,1.6500000000000001,0.545,0.019,24
0.75,1.74,0.315,0.019,04
0.75,1.74,0.56,0.019,24
0.8,1.85,0.335,0.019,04
0.8,1.85,0.6,0.019,24
0.85,1.96,0.355,0.019,04
0.85,1.96,0.63,0.019,24
0.9,2.07,0.375,0.019,04
0.9,2.07,0.67,0.019,24
0.9500000000000001,2.18,0.4,0.019,04
0.9500000000000001,2.18,0.71,0.019,24
1.0,2.2800000000000002,0.41200000000000003,0.019,04
1.0,2.2800000000000002,0.73,0.019,24
1.06,2.41,0.437,0.019,04
1.06,2.41,0.775,0.019,24
1.12,2.54,0.45,0.019,04
1.12,2.54,0.8250000000000001,0.019,24
1.18,2.67,0.47500000000000003,0.019,04
1.18,2.67,0.85,0.019,24
1.25,2.82,0.5,0.019,04
1.25,2.82,0.9,0.019,24
1.32,2.97,0.53,0.019,04
1.32,2.97,0.9500000000000001,0.019,24
1.4000000000000001,3.14,0.56,0.019,04
1.4000000000000001,3.14,1.0,0.019,24
1.5,3.35,0.6,0.019,04
1.5,3.35,1.06,0.019,24
1.6,3.56,0.63,0.019,04
1.6,3.56,1.12,0.019,24
1.7,3.77,0.67,0.019,04
1.7,3.77,1.18,0.019,24
1.8,3.98,0.6900000000000001,0.019,04
1.8,3.98,1.25,0.019,24
1.9000000000000001,4.19,0.73,0.019,04
1.9000000000000001,4.19,1.32,0.019,24
2.0,4.39,0.775,0.019,04
2.0,4.39,1.36,0.019,24
2.12,4.64,0.8,0.019,04
2.12,4.64,1.45,0.019,24
2.24,4.89,0.85,0.019,04
2.24,4.89,1.5,0.019,24
0.0006,0.002,0.0008,5e-05,17
0.0006,0.002,0.0,5e-05,27
0.0006,0.002,0.0,5e-05,37
0.0006,0.002,0.0,5e-05,47
0.001,0.0025,0.001,5e-05,17
0.001,0.0025,0.0,5e-05,27
0.001,0.0025,0.0,5e-05,37
0.001,0.0025,0.0,5e-05,47
0.0015,0.003,0.001,5e-05,17
0.0015,0.003,0.0,5e-05,27
0.0015,0.003,0.0018000000000000002,5e-05,37
0.0015,0.003,0.0,5e-05,47
0.002,0.004,0.0012,5e-05,17
0.002,0.004,0.0,5e-05,27
0.002,0.004,0.002,5e-05,37
0.002,0.004,0.0,5e-05,47
0.0025,0.005,0.0015,8e-05,17
0.0025,0.005,0.0018000000000000002,8e-05,27
0.0025,0.005,0.0023,8e-05,37
0.0025,0.005,0.0,8e-05,47
0.003,0.006,0.002,8e-05,17
0.003,0.006,0.0025,8e-05,27
0.003,0.006,0.003,8e-05,37
0.003,0.006,0.0,8e-05,47
0.004,0.007,0.002,8e-05,17
0.004,0.007,0.0025,8e-05,27
0.004,0.007,0.003,8e-05,37
0.004,0.007,0.0,8e-05,47
0.005,0.008,0.002,8e-05,17
0.005,0.008,0.0025,8e-05,27
0.005,0.008,0.003,8e-05,37
0.005,0.008,0.0,8e-05,47
0.006,0.01,0.0025,0.0001,17
0.006,0.01,0.003,0.0001,27
0.006,0.01,0.0035,0.0001,37
0.006,0.01,0.0,0.0001,47
0.007,0.011,0.0025,0.0001,17
0.007,0.011,0.003,0.0001,27
0.007,0.011,0.0035,0.0001,37
0.007,0.011,0.0,0.0001,47
0.008,0.012,0.0025,0.0001,17
0.008,0.012,0.0,0.0001,27
0.008,0.012,0.0035,0.0001,37
0.008,0.012,0.0,0.0001,47
0.009000000000000001,0.014,0.003,0.0001,17
0.009000000000000001,0.014,0.0,0.0001,27
0.009000000000000001,0.014,0.0045000000000000005,0.0001,37
0.009000000000000001,0.014,0.0,0.0001,47
0.01,0.015,0.003,0.0001,17
0.01,0.015,0.0,0.0001,27
0.01,0.015,0.0045000000000000005,0.0001,37
0.01,0.015,0.0,0.0001,47
0.012,0.018000000000000002,0.004,0.0002,17
0.012,0.018000000000000002,0.004,0.0002,27
0.012,0.018000000000000002,0.005,0.0002,37
0.012,0.018000000000000002,0.0,0.0002,47
0.015,0.021,0.004,0.0002,17
0.015,0.021,0.0,0.0002,27
0.015,0.021,0.005,0.0002,37
0.015,0.021,0.0,0.0002,47
0.017,0.023,0.004,0.0002,17
0.017,0.023,0.0,0.0002,27
0.017,0.023,0.005,0.0002,37
0.017,0.023,0.0,0.0002,47
0.02,0.027,0.004,0.0002,17
0.02,0.027,0.0,0.0002,27
0.02,0.027,0.005,0.0002,37
0.02,0.027,0.007,0.0002,47
0.022,0.03,0.004,0.0002,17
0.022,0.03,0.0,0.0002,27
0.022,0.03,0.005,0.0002,37
0.022,0.03,0.007,0.0002,47
0.025,0.032,0.004,0.0002,17
0.025,0.032,0.0,0.0002,27
0.025,0.032,0.005,0.0002,37
0.025,0.032,0.007,0.0002,47
0.028,0.035,0.004,0.0002,17
0.028,0.035,0.0,0.0002,27
0.028,0.035,0.005,0.0002,37
0.028,0.035,0.007,0.0002,47
0.03,0.037,0.004,0.0002,17
0.03,0.037,0.0,0.0002,27
0.03,0.037,0.005,0.0002,37
0.03,0.037,0.007,0.0002,47
0.032,0.04,0.004,0.0002,17
0.032,0.04,0.0,0.0002,27
0.032,0.04,0.006,0.0002,37
0.032,0.04,0.008,0.0002,47
0.035,0.044,0.005,0.0003,17
0.035,0.044,0.0,0.0003,27
0.035,0.044,0.007,0.0003,37
0.035,0.044,0.009000000000000001,0.0003,47
0.04,0.05,0.006,0.0003,17
0.04,0.05,0.0,0.0003,27
0.04,0.05,0.008,0.0003,37
0.04,0.05,0.01,0.0003,47
0.045,0.055,0.006,0.0003,17
0.045,0.055,0.0,0.0003,27
0.045,0.055,0.008,0.0003,37
0.045,0.055,0.01,0.0003,47
0.05,0.062,0.006,0.0003,17
0.05,0.062,0.0,0.0003,27
0.05,0.062,0.01,0.0003,37
0.05,0.062,0.012,0.0003,47
0.055,0.068,0.007,0.0003,17
0.055,0.068,0.0,0.0003,27
0.055,0.068,0.01,0.0003,37
0.055,0.068,0.013000000000000001,0.0003,47
0.06,0.075,0.007,0.0003,17
0.06,0.075,0.0,0.0003,27
0.06,0.075,0.012,0.0003,37
0.06,0.075,0.015,0.0003,47
0.065,0.08,0.007,0.0003,17
0.065,0.08,0.0,0.0003,27
0.065,0.08,0.012,0.0003,37
0.065,0.08,0.015,0.0003,47
0.07,0.085,0.007,0.0003,17
0.07,0.085,0.0,0.0003,27
0.07,0.085,0.012,0.0003,37
0.07,0.085,0.015,0.0003,47
0.075,0.09,0.007,0.0003,17
0.075,0.09,0.0,0.0003,27
0.075,0.09,0.012,0.0003,37
0.075,0.09,0.015,0.0003,47
0.08,0.095,0.007,0.0003,17
0.08,0.095,0.0,0.0003,27
0.08,0.095,0.012,0.0003,37
0.08,0.095,0.015,0.0003,47
0.085,0.105,0.01,0.0006,17
0.085,0.105,0.0,0.0006,27
0.085,0.105,0.015,0.0006,37
0.085,0.105,0.0,0.0006,47
0.09,0.11,0.01,0.0006,17
0.09,0.11,0.0,0.0006,27
0.09,0.11,0.015,0.0006,37
0.09,0.11,0.0,0.0006,47
0.095,0.115,0.01,0.0006,17
0.095,0.115,0.0,0.0006,27
0.095,0.115,0.015,0.0006,37
0.095,0.115,0.0,0.0006,47
0.1,0.12,0.01,0.0006,17
0.1,0.12,0.0,0.0006,27
0.1,0.12,0.015,0.0006,37
0.1,0.12,0.0,0.0006,47
0.105,0.125,0.01,0.0006,17
0.105,0.125,0.0,0.0006,27
0.105,0.125,0.015,0.0006,37
0.105,0.125,0.0,0.0006,47
0.11,0.135,0.013000000000000001,0.001,17
0.11,0.135,0.0,0.001,27
0.11,0.135,0.019,0.001,37
0.11,0.135,0.0,0.001,47
0.12,0.145,0.013000000000000001,0.001,17
0.12,0.145,0.0,0.001,27
0.12,0.145,0.019,0.001,37
0.12,0.145,0.0,0.001,47
0.13,0.16,0.016,0.001,17
0.13,0.16,0.0,0.001,27
0.13,0.16,0.023,0.001,37
0.13,0.16,0.0,0.001,47
0.14,0.17,0.016,0.001,17
0.14,0.17,0.0,0.001,27
0.14,0.17,0.023,0.001,37
0.14,0.17,0.0,0.001,47
0.15,0.18,0.016,0.001,17
0.15,0.18,0.0,0.001,27
0.15,0.18,0.023,0.001,37
0.15,0.18,0.0,0.001,47
0.16,0.19,0.016,0.001,17
0.16,0.19,0.0,0.001,27
0.16,0.19,0.023,0.001,37
0.16,0.19,0.0,0.001,47
0.17,0.2,0.016,0.001,17
0.17,0.2,0.0,0.001,27
0.17,0.2,0.023,0.001,37
0.17,0.2,0.0,0.001,47
0.18,0.215,0.018000000000000002,0.0011,17
0.18,0.215,0.0,0.0011,27
0.18,0.215,0.026000000000000002,0.0011,37
0.18,0.215,0.0,0.0011,47
0.19,0.23,0.02,0.0011,17
0.19,0.23,0.0,0.0011,27
0.19,0.23,0.03,0.0011,37
0.19,0.23,0.0,0.0011,47
0.2,0.24,0.02,0.0011,17
0.2,0.24,0.0,0.0011,27
0.2,0.24,0.03,0.0011,37
0.2,0.24,0.0,0.0011,47
0.0006,0.0025,0.0,0.0,08
0.0006,0.0025,0.001,5e-05,18
0.0006,0.0025,0.0,5e-05,28
0.0006,0.0025,0.0014,5e-05,38
0.0006,0.0025,0.0,5e-05,48
0.0006,0.0025,0.0,5e-05,58
0.0006,0.0025,0.0,5e-05,68
0.001,0.003,0.0,0.0,08
0.001,0.003,0.001,5e-05,18
0.001,0.003,0.0,5e-05,28
0.001,0.003,0.0015,5e-05,38
0.001,0.003,0.0,5e-05,48
0.001,0.003,0.0,5e-05,58
0.001,0.003,0.0,5e-05,68
0.0015,0.004,0.0,0.0,08
0.0015,0.004,0.0012,5e-05,18
0.0015,0.004,0.0,5e-05,28
0.0015,0.004,0.002,5e-05,38
0.0015,0.004,0.0,5e-05,48
0.0015,0.004,0.0,5e-05,58
0.0015,0.004,0.0,5e-05,68
0.002,0.005,0.0,0.0,08
0.002,0.005,0.0015,8e-05,18
0.002,0.005,0.0,8e-05,28
0.002,0.005,0.0023,8e-05,38
0.002,0.005,0.0,8e-05,48
0.002,0.005,0.0,8e-05,58
0.002,0.005,0.0,8e-05,68
0.0025,0.006,0.0,0.0,08
0.0025,0.006,0.0018000000000000002,8e-05,18
0.0025,0.006,0.0,8e-05,28
0.0025,0.006,0.0026000000000000003,8e-05,38
0.0025,0.006,0.0,8e-05,48
0.0025,0.006,0.0,8e-05,58
0.0025,0.006,0.0,8e-05,68
0.003,0.007,0.0,0.0,08
0.003,0.007,0.002,0.0001,18
0.003,0.007,0.0,0.0001,28
0.003,0.007,0.003,0.0001,38
0.003,0.007,0.0,0.0001,48
0.003,0.007,0.0,0.0001,58
0.003,0.007,0.0,0.0001,68
0.004,0.009000000000000001,0.0,0.0,08
0.004,0.009000000000000001,0.0025,0.0001,18
0.004,0.009000000000000001,0.0035,0.0001,28
