d,D,B,rsmin,serie
0.007,0.021,0.009000000000000001,0.0003,21
0.007,0.021,0.011,0.0003,31
0.007,0.021,0.014,0.0003,41
0.007,0.021,0.019,0.0003,51
0.007,0.021,0.025,0.0003,61
0.008,0.023,0.0,0.0,01
0.008,0.023,0.0,0.0003,11
0.008,0.023,0.01,0.0003,21
0.008,0.023,0.012,0.0003,31
0.008,0.023,0.015,0.0003,41
0.008,0.023,0.02,0.0003,51
0.008,0.023,0.027,0.0003,61
0.009000000000000001,0.025,0.0,0.0,01
0.009000000000000001,0.025,0.0,0.0003,11
0.009000000000000001,0.025,0.01,0.0003,21
0.009000000000000001,0.025,0.012,0.0003,31
0.009000000000000001,0.025,0.016,0.0003,41
0.009000000000000001,0.025,0.021,0.0003,51
0.009000000000000001,0.025,0.029,0.0003,61
0.01,0.028,0.0,0.0,01
0.01,0.028,0.0,0.0003,11
0.01,0.028,0.012,0.0003,21
0.01,0.028,0.014,0.0003,31
0.01,0.028,0.018000000000000002,0.0003,41
0.01,0.028,0.024,0.0003,51
0.01,0.028,0.032,0.0003,61
0.012,0.03,0.0,0.0,01
0.012,0.03,0.0,0.0003,11
0.012,0.03,0.012,0.0003,21
0.012,0.03,0.014,0.0003,31
0.012,0.03,0.018000000000000002,0.0003,41
0.012,0.03,0.024,0.0003,51
0.012,0.03,0.032,0.0003,61
0.015,0.033,0.0,0.0,01
0.015,0.033,0.0,0.0003,11
0.015,0.033,0.012,0.0003,21
0.015,0.033,0.014,0.0003,31
0.015,0.033,0.018000000000000002,0.0003,41
0.015,0.033,0.024,0.0003,51
0.015,0.033,0.032,0.0003,61
0.017,0.037,0.0,0.0,01
0.017,0.037,0.0,0.0006,11
0.017,0.037,0.013000000000000001,0.0006,21
0.017,0.037,0.015,0.0006,31
0.017,0.037,0.02,0.0006,41
0.017,0.037,0.027,0.0006,51
0.017,0.037,0.036000000000000004,0.0006,61
0.02,0.044,0.0,0.0,01
0.02,0.044,0.0,0.0006,11
0.02,0.044,0.015,0.0006,21
0.02,0.044,0.018000000000000002,0.0006,31
0.02,0.044,0.024,0.0006,41
0.02,0.044,0.032,0.0006,51
0.02,0.044,0.043000000000000003,0.0006,61
0.022,0.047,0.0,0.0,01
0.022,0.047,0.0,0.001,11
0.022,0.047,0.016,0.001,21
0.022,0.047,0.019,0.001,31
0.022,0.047,0.025,0.001,41
0.022,0.047,0.034,0.001,51
0.022,0.047,0.045,0.001,61
0.025,0.05,0.0,0.0,01
0.025,0.05,0.0,0.001,11
0.025,0.05,0.016,0.001,21
0.025,0.05,0.019,0.001,31
0.025,0.05,0.025,0.001,41
0.025,0.05,0.034,0.001,51
0.025,0.05,0.045,0.001,61
0.028,0.055,0.0,0.0,01
0.028,0.055,0.0,0.001,11
0.028,0.055,0.017,0.001,21
0.028,0.055,0.02,0.001,31
0.028,0.055,0.027,0.001,41
0.028,0.055,0.036000000000000004,0.001,51
0.028,0.055,0.048,0.001,61
0.03,0.058,0.0,0.0,01
0.03,0.058,0.0,0.001,11
0.03,0.058,0.018000000000000002,0.001,21
0.03,0.058,0.021,0.001,31
0.03,0.058,0.028,0.001,41
0.03,0.058,0.038,0.001,51
0.03,0.058,0.05,0.001,61
0.032,0.062,0.0,0.0,01
0.032,0.062,0.0,0.001,11
0.032,0.062,0.019,0.001,21
0.032,0.062,0.023,0.001,31
0.032,0.062,0.03,0.001,41
0.032,0.062,0.04,0.001,51
0.032,0.062,0.054,0.001,61
0.035,0.068,0.0,0.0,01
0.035,0.068,0.0,0.0011,11
0.035,0.068,0.021,0.0011,21
0.035,0.068,0.025,0.0011,31
0.035,0.068,0.033,0.0011,41
0.035,0.068,0.043000000000000003,0.0011,51
0.035,0.068,0.06,0.0011,61
0.04,0.075,0.0,0.0,01
0.04,0.075,0.0,0.0011,11
0.04,0.075,0.022,0.0011,21
0.04,0.075,0.026000000000000002,0.0011,31
0.04,0.075,0.035,0.0011,41
0.04,0.075,0.046,0.0011,51
0.04,0.075,0.063,0.0011,61
0.045,0.08,0.0,0.0,01
0.045,0.08,0.0,0.0011,11
0.045,0.08,0.022,0.0011,21
0.045,0.08,0.026000000000000002,0.0011,31
0.045,0.08,0.035,0.0011,41
0.045,0.08,0.046,0.0011,51
0.045,0.08,0.063,0.0011,61
0.05,0.085,0.0,0.0,01
0.05,0.085,0.0,0.0011,11
0.05,0.085,0.022,0.0011,21
0.05,0.085,0.026000000000000002,0.0011,31
0.05,0.085,0.035,0.0011,41
0.05,0.085,0.046,0.0011,51
0.05,0.085,0.063,0.0011,61
0.055,0.095,0.0,0.0,01
0.055,0.095,0.0,0.0011,11
0.055,0.095,0.024,0.0011,21
0.055,0.095,0.03,0.0011,31
0.055,0.095,0.04,0.0011,41
0.055,0.095,0.054,0.0011,51
0.055,0.095,0.07100000000000001,0.0011,61
0.06,0.1,0.0,0.0,01
0.06,0.1,0.0,0.0011,11
0.06,0.1,0.024,0.0011,21
0.06,0.1,0.03,0.0011,31
0.06,0.1,0.04,0.0011,41
0.06,0.1,0.054,0.0011,51
0.06,0.1,0.07100000000000001,0.0011,61
0.065,0.11,0.0,0.0,01
0.065,0.11,0.0,0.0015,11
0.065,0.11,0.027,0.0015,21
0.065,0.11,0.034,0.0015,31
0.065,0.11,0.045,0.0015,41
0.065,0.11,0.06,0.0015,51
0.065,0.11,0.08,0.0015,61
0.07,0.115,0.0,0.0,01
0.07,0.115,0.0,0.0015,11
0.07,0.115,0.027,0.0015,21
0.07,0.115,0.034,0.0015,31
0.07,0.115,0.045,0.0015,41
0.07,0.115,0.06,0.0015,51
0.07,0.115,0.08,0.0015,61
0.075,0.125,0.0,0.0,01
0.075,0.125,0.0,0.0015,11
0.075,0.125,0.03,0.0015,21
0.075,0.125,0.037,0.0015,31
0.075,0.125,0.05,0.0015,41
0.075,0.125,0.067,0.0015,51
0.075,0.125,0.09,0.0015,61
0.08,0.13,0.0,0.0,01
0.08,0.13,0.0,0.0015,11
0.08,0.13,0.03,0.0015,21
0.08,0.13,0.037,0.0015,31
0.08,0.13,0.05,0.0015,41
0.08,0.13,0.067,0.0015,51
0.08,0.13,0.09,0.0015,61
0.085,0.14,0.0,0.0,01
0.085,0.14,0.0,0.0015,11
0.085,0.14,0.031,0.0015,21
0.085,0.14,0.041,0.0015,31
0.085,0.14,0.056,0.0015,41
0.085,0.14,0.075,0.0015,51
0.085,0.14,0.1,0.0015,61
0.09,0.15,0.0,0.0,01
0.09,0.15,0.0,0.002,11
0.09,0.15,0.033,0.002,21
0.09,0.15,0.045,0.002,31
0.09,0.15,0.06,0.002,41
0.09,0.15,0.08,0.002,51
0.09,0.15,0.109,0.002,61
0.095,0.16,0.0,0.0,01
0.095,0.16,0.0,0.002,11
0.095,0.16,0.039,0.002,21
0.095,0.16,0.052000000000000005,0.002,31
0.095,0.16,0.065,0.002,41
0.095,0.16,0.088,0.002,51
0.095,0.16,0.11800000000000001,0.002,61
0.1,0.165,0.021,0.0011,01
0.1,0.165,0.03,0.002,11
0.1,0.165,0.039,0.002,21
0.1,0.165,0.052000000000000005,0.002,31
0.1,0.165,0.065,0.002,41
0.1,0.165,0.088,0.002,51
0.1,0.165,0.11800000000000001,0.002,61
0.105,0.17500000000000002,0.022,0.0011,01
0.105,0.17500000000000002,0.033,0.002,11
0.105,0.17500000000000002,0.042,0.002,21
0.105,0.17500000000000002,0.056,0.002,31
0.105,0.17500000000000002,0.069,0.002,41
0.105,0.17500000000000002,0.095,0.002,51
0.105,0.17500000000000002,0.125,0.002,61
0.11,0.18,0.022,0.0011,01
0.11,0.18,0.033,0.002,11
0.11,0.18,0.042,0.002,21
0.11,0.18,0.056,0.002,31
0.11,0.18,0.069,0.002,41
0.11,0.18,0.095,0.002,51
0.11,0.18,0.125,0.002,61
0.12,0.2,0.025,0.0015,01
0.12,0.2,0.038,0.002,11
0.12,0.2,0.048,0.002,21
0.12,0.2,0.062,0.002,31
0.12,0.2,0.08,0.002,41
0.12,0.2,0.109,0.002,51
0.12,0.2,0.145,0.002,61
0.13,0.21,0.025,0.0015,01
0.13,0.21,0.038,0.002,11
0.13,0.21,0.048,0.002,21
0.13,0.21,0.064,0.002,31
0.13,0.21,0.08,0.002,41
0.13,0.21,0.109,0.002,51
0.13,0.21,0.145,0.002,61
0.14,0.225,0.027,0.0015,01
0.14,0.225,0.04,0.0021000000000000003,11
0.14,0.225,0.05,0.0021000000000000003,21
0.14,0.225,0.068,0.0021000000000000003,31
0.14,0.225,0.085,0.0021000000000000003,41
0.14,0.225,0.115,0.0021000000000000003,51
0.14,0.225,0.155,0.0021000000000000003,61
0.15,0.25,0.031,0.002,01
0.15,0.25,0.046,0.0021000000000000003,11
0.15,0.25,0.06,0.0021000000000000003,21
0.15,0.25,0.08,0.0021000000000000003,31
0.15,0.25,0.1,0.0021000000000000003,41
0.15,0.25,0.136,0.0021000000000000003,51
0.15,0.25,0.18,0.0021000000000000003,61
0.16,0.27,0.034,0.002,01
0.16,0.27,0.051000000000000004,0.0021000000000000003,11
0.16,0.27,0.066,0.0021000000000000003,21
0.16,0.27,0.08600000000000001,0.0021000000000000003,31
0.16,0.27,0.109,0.0021000000000000003,41
0.16,0.27,0.15,0.0021000000000000003,51
0.16,0.27,0.2,0.0021000000000000003,61
0.17,0.28,0.034,0.002,01
0.17,0.28,0.051000000000000004,0.0021000000000000003,11
0.17,0.28,0.066,0.0021000000000000003,21
0.17,0.28,0.088,0.0021000000000000003,31
0.17,0.28,0.109,0.0021000000000000003,41
0.17,0.28,0.15,0.0021000000000000003,51
0.17,0.28,0.2,0.0021000000000000003,61
0.18,0.3,0.037,0.0021000000000000003,01
0.18,0.3,0.056,0.003,11
0.18,0.3,0.07200000000000001,0.003,21
0.18,0.3,0.096,0.003,31
0.18,0.3,0.11800000000000001,0.003,41
0.18,0.3,0.16,0.003,51
0.18,0.3,0.218,0.003,61
0.19,0.32,0.042,0.003,01
0.19,0.32,0.06,0.003,11
0.19,0.32,0.078,0.003,21
0.19,0.32,0.10400000000000001,0.003,31
0.19,0.32,0.128,0.003,41
0.19,0.32,0.17500000000000002,0.003,51
0.19,0.32,0.23600000000000002,0.003,61
0.2,0.34,0.044,0.003,01
0.2,0.34,0.065,0.003,11
0.2,0.34,0.082,0.003,21
0.2,0.34,0.112,0.003,31
0.2,0.34,0.14,0.003,41
0.2,0.34,0.19,0.003,51
0.2,0.34,0.25,0.003,61
0.22,0.37,0.048,0.003,01
0.22,0.37,0.069,0.004,11
0.22,0.37,0.088,0.004,21
0.22,0.37,0.12,0.004,31
0.22,0.37,0.15,0.004,41
0.22,0.37,0.2,0.004,51
0.22,0.37,0.272,0.004,61
0.24,0.4,0.05,0.004,01
0.24,0.4,0.074,0.004,11
0.24,0.4,0.095,0.004,21
0.24,0.4,0.128,0.004,31
0.24,0.4,0.16,0.004,41
0.24,0.4,0.218,0.004,51
0.24,0.4,0.29,0.004,61
0.26,0.44,0.057,0.004,01
0.26,0.44,0.082,0.004,11
0.26,0.44,0.106,0.004,21
0.26,0.44,0.14400000000000002,0.004,31
0.26,0.44,0.18,0.004,41
0.26,0.44,0.243,0.004,51
0.26,0.44,0.325,0.004,61
0.28,0.46,0.057,0.004,01
0.28,0.46,0.082,0.005,11
0.28,0.46,0.106,0.005,21
0.28,0.46,0.146,0.005,31
0.28,0.46,0.18,0.005,41
0.28,0.46,0.243,0.005,51
0.28,0.46,0.325,0.005,61
0.3,0.5,0.063,0.005,01
0.3,0.5,0.09,0.005,11
0.3,0.5,0.11800000000000001,0.005,21
0.3,0.5,0.16,0.005,31
0.3,0.5,0.2,0.005,41
0.3,0.5,0.272,0.005,51
0.3,0.5,0.355,0.005,61
0.32,0.54,0.07100000000000001,0.005,01
0.32,0.54,0.1,0.005,11
0.32,0.54,0.128,0.005,21
0.32,0.54,0.176,0.005,31
0.32,0.54,0.218,0.005,41
0.32,0.54,0.3,0.005,51
0.32,0.54,0.4,0.005,61
0.34,0.58,0.078,0.005,01
0.34,0.58,0.106,0.005,11
0.34,0.58,0.14,0.005,21
0.34,0.58,0.19,0.005,31
0.34,0.58,0.243,0.005,41
0.34,0.58,0.325,0.005,51
0.34,0.58,0.438,0.005,61
0.36,0.6,0.078,0.005,01
0.36,0.6,0.106,0.005,11
0.36,0.6,0.14,0.005,21
0.36,0.6,0.192,0.005,31
0.36,0.6,0.243,0.005,41
0.36,0.6,0.325,0.005,51
0.36,0.6,0.438,0.005,61
0.38,0.62,0.078,0.005,01
0.38,0.62,0.106,0.005,11
0.38,0.62,0.14,0.005,21
0.38,0.62,0.194,0.005,31
0.38,0.62,0.243,0.005,41
0.38,0.62,0.325,0.005,51
0.38,0.62,0.438,0.005,61
0.4,0.65,0.08,0.006,01
0.4,0.65,0.112,0.006,11
0.4,0.65,0.145,0.006,21
0.4,0.65,0.2,0.006,31
0.4,0.65,0.25,0.006,41
0.4,0.65,0.335,0.006,51
0.4,0.65,0.45,0.006,61
0.42,0.7000000000000001,0.088,0.006,01
0.42,0.7000000000000001,0.122,0.006,11
0.42,0.7000000000000001,0.165,0.006,21
0.42,0.7000000000000001,0.224,0.006,31
0.42,0.7000000000000001,0.28,0.006,41
0.42,0.7000000000000001,0.375,0.006,51
0.42,0.7000000000000001,0.5,0.006,61
0.44,0.72,0.088,0.006,01
0.44,0.72,0.122,0.006,11
0.44,0.72,0.165,0.006,21
0.44,0.72,0.226,0.006,31
0.44,0.72,0.28,0.006,41
0.44,0.72,0.375,0.006,51
0.44,0.72,0.5,0.006,61
0.46,0.76,0.095,0.006,01
0.46,0.76,0.132,0.0075,11
0.46,0.76,0.17500000000000002,0.0075,21
0.46,0.76,0.24,0.0075,31
0.46,0.76,0.3,0.0075,41
0.46,0.76,0.4,0.0075,51
0.46,0.76,0.545,0.0075,61
0.48,0.79,0.1,0.006,01
0.48,0.79,0.136,0.0075,11
0.48,0.79,0.18,0.0075,21
0.48,0.79,0.248,0.0075,31
0.48,0.79,0.308,0.0075,41
0.48,0.79,0.425,0.0075,51
0.48,0.79,0.56,0.0075,61
0.5,0.8300000000000001,0.106,0.0075,01
0.5,0.8300000000000001,0.145,0.0075,11
0.5,0.8300000000000001,0.19,0.0075,21
0.5,0.8300000000000001,0.264,0.0075,31
0.5,0.8300000000000001,0.325,0.0075,41
0.5,0.8300000000000001,0.45,0.0075,51
0.5,0.8300000000000001,0.6,0.0075,61
0.53,0.87,0.109,0.0075,01
0.53,0.87,0.15,0.0075,11
0.53,0.87,0.195,0.0075,21
0.53,0.87,0.272,0.0075,31
0.53,0.87,0.335,0.0075,41
0.53,0.87,0.462,0.0075,51
0.53,0.87,0.615,0.0075,61
0.56,0.92,0.115,0.0075,01
0.56,0.92,0.16,0.0075,11
0.56,0.92,0.20600000000000002,0.0075,21
0.56,0.92,0.28,0.0075,31
0.56,0.92,0.355,0.0075,41
0.56,0.92,0.488,0.0075,51
0.56,0.92,0.65,0.0075,61
0.6,0.98,0.122,0.0075,01
0.6,0.98,0.17,0.0075,11
0.6,0.98,0.218,0.0075,21
0.6,0.98,0.3,0.0075,31
0.6,0.98,0.375,0.0075,41
0.6,0.98,0.515,0.0075,51
0.6,0.98,0.6900000000000001,0.0075,61
0.63,1.03,0.128,0.0075,01
0.63,1.03,0.17500000000000002,0.0075,11
0.63,1.03,0.23,0.0075,21
0.63,1.03,0.315,0.0075,31
0.63,1.03,0.4,0.0075,41
0.63,1.03,0.545,0.0075,51
0.63,1.03,0.71,0.0075,61
0.67,1.09,0.136,0.0075,01
0.67,1.09,0.185,0.0075,11
0.67,1.09,0.243,0.0075,21
0.67,1.09,0.336,0.0075,31
0.67,1.09,0.41200000000000003,0.0075,41
0.67,1.09,0.56,0.0075,51
0.67,1.09,0.75,0.0075,61
0.71,1.1500000000000001,0.14,0.0095,01
0.71,1.1500000000000001,0.195,0.0095,11
0.71,1.1500000000000001,0.25,0.0095,21
0.71,1.1500000000000001,0.34500000000000003,0.0095,31
0.71,1.1500000000000001,0.438,0.0095,41
0.71,1.1500000000000001,0.6,0.0095,51
0.71,1.1500000000000001,0.8,0.0095,61
0.75,1.22,0.15,0.0095,01
0.75,1.22,0.20600000000000002,0.0095,11
0.75,1.22,0.272,0.0095,21
0.75,1.22,0.365,0.0095,31
0.75,1.22,0.47500000000000003,0.0095,41
0.75,1.22,0.63,0.0095,51
0.75,1.22,0.0,0.0095,61
0.8,1.28,0.155,0.0095,01
0.8,1.28,0.212,0.0095,11
0.8,1.28,0.272,0.0095,21
0.8,1.28,0.375,0.0095,31
0.8,1.28,0.47500000000000003,0.0095,41
0.8,1.28,0.65,0.0095,51
0.8,1.28,0.0,0.0095,61
0.85,1.36,0.165,0.012,01
0.85,1.36,0.224,0.012,11
0.85,1.36,0.29,0.012,21
0.85,1.36,0.4,0.012,31
0.85,1.36,0.5,0.012,41
0.85,1.36,0.6900000000000001,0.012,51
0.85,1.36,0.0,0.012,61
0.9,1.42,0.165,0.012,01
0.9,1.42,0.23,0.012,11
0.9,1.42,0.3,0.012,21
0.9,1.42,0.41200000000000003,0.012,31
0.9,1.42,0.515,0.012,41
0.9,1.42,0.71,0.012,51
0.9,1.42,0.0,0.012,61
0.9500000000000001,1.5,0.17500000000000002,0.012,01
0.9500000000000001,1.5,0.243,0.012,11
0.9500000000000001,1.5,0.315,0.012,21
0.9500000000000001,1.5,0.438,0.012,31
0.9500000000000001,1.5,0.545,0.012,41
0.9500000000000001,1.5,0.75,0.012,51
0.9500000000000001,1.5,0.0,0.012,61
1.0,1.58,0.185,0.012,01
1.0,1.58,0.258,0.012,11
1.0,1.58,0.335,0.012,21
1.0,1.58,0.462,0.012,31
1.0,1.58,0.58,0.012,41
1.0,1.58,0.775,0.012,51
1.0,1.58,0.0,0.012,61
1.06,1.6600000000000001,0.19,0.012,01
1.06,1.6600000000000001,0.265,0.015,11
1.06,1.6600000000000001,0.34500000000000003,0.015,21
1.06,1.6600000000000001,0.47500000000000003,0.015,31
1.06,1.6600000000000001,0.6,0.015,41
1.06,1.6600000000000001,0.8,0.015,51
1.06,1.6600000000000001,0.0,0.015,61
1.12,1.75,0.2,0.012,01
1.12,1.75,0.28,0.015,11
1.12,1.75,0.365,0.015,21
1.12,1.75,0.47500000000000003,0.015,31
1.12,1.75,0.63,0.015,41
1.12,1.75,0.0,0.015,51
1.12,1.75,0.0,0.015,61
1.18,1.85,0.212,0.012,01
1.18,1.85,0.29,0.015,11
1.18,1.85,0.388,0.015,21
1.18,1.85,0.5,0.015,31
1.18,1.85,0.67,0.015,41
1.18,1.85,0.0,0.015,51
1.18,1.85,0.0,0.015,61
1.25,1.95,0.224,0.015,01
1.25,1.95,0.308,0.015,11
1.25,1.95,0.4,0.015,21
1.25,1.95,0.53,0.015,31
1.25,1.95,0.71,0.015,41
1.25,1.95,0.0,0.015,51
1.25,1.95,0.0,0.015,61
1.32,2.06,0.23600000000000002,0.015,01
1.32,2.06,0.325,0.015,11
1.32,2.06,0.425,0.015,21
1.32,2.06,0.56,0.015,31
1.32,2.06,0.75,0.015,41
1.32,2.06,0.0,0.015,51
1.32,2.06,0.0,0.015,61
1.4000000000000001,2.18,0.25,0.015,01
1.4000000000000001,2.18,0.34500000000000003,0.019,11
1.4000000000000001,2.18,0.45,0.019,21
1.4000000000000001,2.18,0.58,0.019,31
1.4000000000000001,2.18,0.775,0.019,41
1.4000000000000001,2.18,0.0,0.019,51
1.4000000000000001,2.18,0.0,0.019,61
1.5,2.3000000000000003,0.258,0.015,01
1.5,2.3000000000000003,0.355,0.019,11
1.5,2.3000000000000003,0.462,0.019,21
1.5,2.3000000000000003,0.6,0.019,31
1.5,2.3000000000000003,0.8,0.019,41
1.5,2.3000000000000003,0.0,0.019,51
1.5,2.3000000000000003,0.0,0.019,61
1.6,2.46,0.272,0.019,01
1.6,2.46,0.375,0.019,11
1.6,2.46,0.5,0.019,21
1.6,2.46,0.65,0.019,31
1.6,2.46,0.85,0.019,41
1.6,2.46,0.0,0.019,51
1.6,2.46,0.0,0.019,61
1.7,2.6,0.29,0.019,01
1.7,2.6,0.4,0.019,11
1.7,2.6,0.515,0.019,21
1.7,2.6,0.67,0.019,31
1.7,2.6,0.9,0.019,41
1.7,2.6,0.0,0.019,51
1.7,2.6,0.0,0.019,61
1.8,2.75,0.307,0.019,01
1.8,2.75,0.41200000000000003,0.019,11
1.8,2.75,0.545,0.019,21
1.8,2.75,0.71,0.019,31
1.8,2.75,0.9500000000000001,0.019,41
1.8,2.75,0.0,0.019,51
1.8,2.75,0.0,0.019,61
1.9000000000000001,2.9,0.325,0.019,01
1.9000000000000001,2.9,0.437,0.019,11
1.9000000000000001,2.9,0.58,0.019,21
1.9000000000000001,2.9,0.75,0.019,31
1.9000000000000001,2.9,1.0,0.019,41
1.9000000000000001,2.9,0.0,0.019,51
1.9000000000000001,2.9,0.0,0.019,61
2.0,3.0500000000000003,0.335,0.019,01
2.0,3.0500000000000003,0.462,0.019,11
2.0,3.0500000000000003,0.6,0.019,21
2.0,3.0500000000000003,0.8,0.019,31
2.0,3.0500000000000003,1.06,0.019,41
2.0,3.0500000000000003,0.0,0.019,51
2.0,3.0500000000000003,0.0,0.019,61
2.12,3.22,0.355,0.019,01
2.12,3.22,0.487,0.019,11
2.12,3.22,0.63,0.019,21
2.12,3.22,0.8250000000000001,0.019,31
2.12,3.22,1.09,0.019,41
2.12,3.22,0.0,0.019,51
2.12,3.22,0.0,0.019,61
2.24,3.4,0.375,0.019,01
2.24,3.4,0.515,0.019,11
2.24,3.4,0.67,0.019,21
2.24,3.4,0.875,0.019,31
2.24,3.4,1.1500000000000001,0.019,41
2.24,3.4,0.0,0.019,51
2.24,3.4,0.0,0.019,61
2.36,3.58,0.387,0.019,01
2.36,3.58,0.53,0.019,11
2.36,3.58,0.71,0.019,21
2.36,3.58,0.925,0.019,31
2.36,3.58,1.22,0.019,41
2.36,3.58,0.0,0.019,51
2.36,3.58,0.0,0.019,61
2.5,3.7800000000000002,0.41200000000000003,0.019,01
2.5,3.7800000000000002,0.56,0.019,11
2.5,3.7800000000000002,0.73,0.019,21
2.5,3.7800000000000002,0.9500000000000001,0.019,31
2.5,3.7800000000000002,1.28,0.019,41
2.5,3.7800000000000002,0.0,0.019,51
2.5,3.7800000000000002,0.0,0.019,61
2.65,4.0,0.437,0.019,01
2.65,4.0,0.6,0.019,11
2.65,4.0,0.775,0.019,21
2.65,4.0,1.0,0.019,31
2.65,4.0,1.36,0.019,41
2.65,4.0,0.0,0.019,51
2.65,4.0,0.0,0.019,61
2.8000000000000003,4.22,0.45,0.019,01
2.8000000000000003,4.22,0.63,0.019,11
2.8000000000000003,4.22,0.8250000000000001,0.019,21
2.8000000000000003,4.22,1.06,0.019,31
2.8000000000000003,4.22,1.4000000000000001,0.019,41
2.8000000000000003,4.22,0.0,0.019,51
2.8000000000000003,4.22,0.0,0.019,61
3.0,4.51,0.487,0.019,01
3.0,4.51,0.67,0.019,11
3.0,4.51,0.875,0.019,21
3.0,4.51,1.12,0.019,31
3.0,4.51,1.5,0.019,41
3.0,4.51,0.0,0.019,51
3.0,4.51,0.0,0.019,61
3.15,4.73,0.5,0.019,01
3.15,4.73,0.6900000000000001,0.019,11
3.15,4.73,0.9,0.019,21
3.15,4.73,1.18,0.019,31
3.15,4.73,1.6,0.019,41
3.15,4.73,0.0,0.019,51
3.15,4.73,0.0,0.019,61
0.003,0.01,0.0025,0.0001,82
0.003,0.01,0.004,0.00015,02
0.003,0.01,0.0,0.00015,12
0.003,0.01,0.0,0.00015,22
0.003,0.01,0.005,0.00015,32
0.003,0.01,0.0,0.00015,42
0.003,0.01,0.0,0.00015,52
0.003,0.01,0.0,0.00015,62
0.004,0.013000000000000001,0.003,0.00015,82
0.004,0.013000000000000001,0.005,0.0002,02
0.004,0.013000000000000001,0.0,0.0002,12
0.004,0.013000000000000001,0.0,0.0002,22
0.004,0.013000000000000001,0.007,0.0002,32
0.004,0.013000000000000001,0.0,0.0002,42
0.004,0.013000000000000001,0.0,0.0002,52
0.004,0.013000000000000001,0.0,0.0002,62
0.005,0.016,0.0035,0.00015,82
0.005,0.016,0.005,0.0003,02
0.005,0.016,0.0,0.0003,12
0.005,0.016,0.0,0.0003,22
0.005,0.016,0.008,0.0003,32
0.005,0.016,0.0,0.0003,42
0.005,0.016,0.0,0.0003,52
0.005,0.016,0.0,0.0003,62
0.006,0.019,0.004,0.0002,82
0.006,0.019,0.006,0.0003,02
0.006,0.019,0.0,0.0003,12
0.006,0.019,0.0,0.0003,22
0.006,0.019,0.01,0.0003,32
0.006,0.019,0.0,0.0003,42
0.006,0.019,0.018000000000000002,0.0003,52
0.006,0.019,0.023,0.0003,62
0.007,0.022,0.005,0.0003,82
0.007,0.022,0.007,0.0003,02
0.007,0.022,0.0,0.0003,12
0.007,0.022,0.0,0.0003,22
0.007,0.022,0.011,0.0003,32
0.007,0.022,0.0,0.0003,42
0.007,0.022,0.02,0.0003,52
0.007,0.022,0.027,0.0003,62
0.008,0.024,0.005,0.0003,82
0.008,0.024,0.008,0.0003,02
0.008,0.024,0.0,0.0003,12
0.008,0.024,0.0,0.0003,22
0.008,0.024,0.012,0.0003,32
0.008,0.024,0.0,0.0003,42
0.008,0.024,0.021,0.0003,52
0.008,0.024,0.029,0.0003,62
0.009000000000000001,0.026000000000000002,0.006,0.0003,82
0.009000000000000001,0.026000000000000002,0.008,0.0003,02
0.009000000000000001,0.026000000000000002,0.0,0.0003,12
0.009000000000000001,0.026000000000000002,0.0,0.0003,22
0.009000000000000001,0.026000000000000002,0.013000000000000001,0.0003,32
0.009000000000000001,0.026000000000000002,0.0,0.0003,42
0.009000000000000001,0.026000000000000002,0.023,0.0003,52
0.009000000000000001,0.026000000000000002,0.03,0.0003,62
0.01,0.03,0.007,0.0003,82
0.01,0.03,0.009000000000000001,0.0006,02
0.01,0.03,0.0,0.0006,12
0.01,0.03,0.014,0.0006,22
0.01,0.03,0.0143,0.0006,32
0.01,0.03,0.0,0.0006,42
0.01,0.03,0.027,0.0006,52
0.01,0.03,0.036000000000000004,0.0006,62
0.012,0.032,0.007,0.0003,82
0.012,0.032,0.01,0.0006,02
0.012,0.032,0.0,0.0006,12
0.012,0.032,0.014,0.0006,22
0.012,0.032,0.0159,0.0006,32
0.012,0.032,0.0,0.0006,42
0.012,0.032,0.027,0.0006,52
0.012,0.032,0.036000000000000004,0.0006,62
0.015,0.035,0.008,0.0003,82
0.015,0.035,0.011,0.0006,02
0.015,0.035,0.0,0.0006,12
0.015,0.035,0.014,0.0006,22
0.015,0.035,0.0159,0.0006,32
0.015,0.035,0.02,0.0006,42
0.015,0.035,0.027,0.0006,52
0.015,0.035,0.036000000000000004,0.0006,62
0.017,0.04,0.008,0.0003,82
0.017,0.04,0.012,0.0006,02
0.017,0.04,0.0,0.0006,12
0.017,0.04,0.016,0.0006,22
0.017,0.04,0.0175,0.0006,32
0.017,0.04,0.022,0.0006,42
0.017,0.04,0.03,0.0006,52
0.017,0.04,0.04,0.0006,62
0.02,0.047,0.009000000000000001,0.0003,82
0.02,0.047,0.014,0.001,02
0.02,0.047,0.0,0.001,12
0.02,0.047,0.018000000000000002,0.001,22
0.02,0.047,0.0206,0.001,32
0.02,0.047,0.027,0.001,42
0.02,0.047,0.036000000000000004,0.001,52
0.02,0.047,0.048,0.001,62
0.022,0.05,0.009000000000000001,0.0003,82
0.022,0.05,0.014,0.001,02
0.022,0.05,0.0,0.001,12
0.022,0.05,0.018000000000000002,0.001,22
0.022,0.05,0.0206,0.001,32
0.022,0.05,0.027,0.001,42
0.022,0.05,0.036000000000000004,0.001,52
0.022,0.05,0.048,0.001,62
0.025,0.052000000000000005,0.01,0.0003,82
0.025,0.052000000000000005,0.015,0.001,02
0.025,0.052000000000000005,0.0,0.001,12
